document,label,is_train
dataset/train/1008.3289v1.Analyzing_the_Social_Structure_and_Dynamics_of_E_mail_and_Spam_in_Massive_Backbone_Internet_Traffic.png,cs.SI,1
dataset/train/1009.0402v1.An_Applied_Study_on_Educational_Use_of_Facebook_as_a_Web_2_0_Tool__The_Sample_Lesson_of_Computer_Networks_and_Communication.png,cs.SI,1
dataset/train/1011.2245v1.A_Distributed_Method_for_Trust_Aware_Recommendation_in_Social_Networks.png,cs.SI,1
dataset/train/1011.6266v1.Characterizing_the_speed_and_paths_of_shared_bicycles_in_Lyon.png,cs.SI,1
dataset/train/1012.2699v2.Prognostic_Watch_of_the_Electric_Power_System.png,cs.SI,1
dataset/test/1012.5994v1.Toward_Emerging_Topic_Detection_for_Business_Intelligence__Predictive_Analysis_of__Meme__Dynamics.png,cs.SI,0
dataset/test/1101.5088v1.On_Sharing_Viral_Video_over_an_Ad_Hoc_Wireless_Network.png,cs.SI,0
dataset/test/1104.3219v1.On_Social_Temporal_Group_Query_with_Acquaintance_Constraint.png,cs.SI,0
dataset/test/1105.0903v1.A_Month_in_the_Life_of_Groupon.png,cs.SI,0
dataset/test/1107.5241v3.Flooding_Time_in_Opportunistic_Networks_under_Power_Law_and_Exponential_Inter_Contact_Times.png,cs.SI,0
dataset/train/0704.0860v1.Availability_assessment_of_SunOS_Solaris_Unix_Systems_based_on_Syslogd_and_wtmpx_logfiles___a_case_study.png,cs.PF,1
dataset/train/0704.0879v1.A_Hierarchical_Approach_for_Dependability_Analysis_of_a_Commercial_Cache_Based_RAID_Storage_Architecture.png,cs.PF,1
dataset/train/0705.1915v3.A_Technical_Report_On_Grid_Benchmarking_using_ATLAS_V_O.png,cs.PF,1
dataset/train/0710.4633v1.Nano_Sim__A_Step_Wise_Equivalent_Conductance_based_Statistical_Simulator_for_Nanotechnology_Circuit_Design.png,cs.PF,1
dataset/train/cs_0103014v1.Faster_than_light_effects_and_negative_group_delays_in_optics_and_electronics__and_their_applications.png,cs.PF,1
dataset/test/cs_0111034v1.Experiences_with_advanced_CORBA_services.png,cs.PF,0
dataset/test/cs_0205062v1.Minimizing_Cache_Misses_in_Scientific_Computing_Using_Isoperimetric_Bodies.png,cs.PF,0
dataset/test/cs_0301005v1.Modelling_Delay_Jitter_in_Voice_over_IP.png,cs.PF,0
dataset/test/cs_0304015v1.A_Performance_Study_of_Monitoring_and_Information_Services_for_Distributed_Systems.png,cs.PF,0
dataset/test/cs_0305054v1.A_Monitoring_System_for_the_BaBar_INFN_Computing_Cluster.png,cs.PF,0
dataset/train/2311.16643v2.Simplifying_modular_lattices_by_removing_doubly_irreducible_elements.png,cs.DM,1
dataset/train/2504.11450v1.Optimal_Hardness_of_Online_Algorithms_for_Large_Independent_Sets.png,cs.DM,1
dataset/train/cs_0010036v1.Lattice_Structure_and_Convergence_of_a_Game_of_Cards.png,cs.DM,1
dataset/train/cs_0011031v1.SimLab_1_1__Software_for_Sensitivity_and_Uncertainty_Analysis__tool_for_sound_modelling.png,cs.DM,1
dataset/train/cs_0106001v1.Approximating_the_satisfiability_threshold_for_random_k_XOR_formulas.png,cs.DM,1
dataset/test/cs_0106002v2.Solving_Assembly_Line_Balancing_Problems_by_Combining_IP_and_CP.png,cs.DM,0
dataset/test/cs_0111061v2.On_a_Special_Case_of_the_Generalized_Neighbourhood_Problem.png,cs.DM,0
dataset/test/cs_0209005v1.Sampling_from_a_couple_of_positively_correlated_binomial_variables.png,cs.DM,0
dataset/test/cs_0301025v1.PHORMA__Perfectly_Hashed_Order_Restricted_Multidimensional_Array.png,cs.DM,0
dataset/test/cs_0305006v1.On_the_Ramsey_Numbers_for_Bipartite_Multigraphs.png,cs.DM,0
dataset/train/0705.0742v1.MIMO_detection_employing_Markov_Chain_Monte_Carlo.png,cs.GL,1
dataset/train/0706.0484v1.Motivation__Design__and_Ubiquity__A_Discussion_of_Research_Ethics_and_Computer_Science.png,cs.GL,1
dataset/train/0712.2594v1.Stop_That_Subversive_Spreadsheet_.png,cs.GL,1
dataset/train/0804.0879v1.The_equations_of_the_ideal_latches.png,cs.GL,1
dataset/train/cs_0012003v1.Questions_for_a_Materialist_Philosophy_Implying_the_Equivalence_of_Computers_and_Human_Cognition.png,cs.GL,1
dataset/test/cs_0106022v1.One_More_Revolution_to_Make__Free_Scientific_Publishing.png,cs.GL,0
dataset/test/cs_0110018v2.ENUM__The_Collision_of_Telephony_and_DNS_Policy.png,cs.GL,0
dataset/test/cs_0210001v1.Edsger_Wybe_Dijkstra__1930____2002___A_Portrait_of_a_Genius.png,cs.GL,0
dataset/test/cs_0306132v1.Classical_and_Nonextensive_Information_Theory.png,cs.GL,0
dataset/test/cs_0402037v2.The_pre_history_of_quantum_computation.png,cs.GL,0
dataset/train/cs_0002008v1.On_Automata_with_Boundary.png,cs.DC,1
dataset/train/cs_0003054v1.A_Problem_Specific_Fault_Tolerance_Mechanism_for_Asynchronous__Distributed_Systems.png,cs.DC,1
dataset/train/cs_0004013v1.Sorting_Integers_on_the_AP1000.png,cs.DC,1
dataset/train/cs_0006004v1.A_Note_on__Optimal_Static_Load_Balancing_in_Distributed_Computer_Systems_.png,cs.DC,1
dataset/train/cs_0006008v1.Performing_work_efficiently_in_the_presence_of_faults.png,cs.DC,1
dataset/test/cs_0007015v1.Phase_Clocks_for_Transient_Fault_Repair.png,cs.DC,0
dataset/test/cs_0009021v1.Nimrod_G__An_Architecture_of_a_Resource_Management_and_Scheduling_System_in_a_Global_Computational_Grid.png,cs.DC,0
dataset/test/cs_0012024v4.Byzantine_Agreement_with_Faulty_Majority_using_Bounded_Broadcast.png,cs.DC,0
dataset/test/cs_0102016v1.A_Scientific_Data_Management_System_for_Irregular_Applications.png,cs.DC,0
dataset/test/cs_0102017v1.Components_and_Interfaces_of_a_Process_Management_System_for_Parallel_Programs.png,cs.DC,0
dataset/train/cs_0111029v1.Versatile_Data_Acquisition_and_Controls_for_Epics_Using_Vme_Based_Fpgas.png,cs.AR,1
dataset/train/cs_0111030v1.A_Dual_Digital_Signal_Processor_VME_Board_For_Instrumentation_And_Control_Applications.png,cs.AR,1
dataset/train/cs_0111032v1.SNS_Timing_System.png,cs.AR,1
dataset/train/cs_0207012v1.Synthesis_of_Low_Power_Digital_Circuits_Derived_from_Binary_Decision_Diagrams.png,cs.AR,1
dataset/train/cs_0207014v1.On_the_Information_Engine_of_Circuit_Design.png,cs.AR,1
dataset/test/cs_0405015v1.A_High_Level_Reconfigurable_Computing_Platform_Software_Frameworks.png,cs.AR,0
dataset/test/cs_0407032v1.Exposing_Software_Defined_Radio_Functionality_To_Native_Operating_System_Applications_via_Virtual_Devices.png,cs.AR,0
dataset/test/cs_0409025v1.Topics_in_asynchronous_systems.png,cs.AR,0
dataset/test/cs_0412040v1.Data_stationary_Architecture_to_Execute_Quantum_Algorithms_Classically.png,cs.AR,0
dataset/test/cs_0503066v1.A_Practical_Approach_for_Circuit_Routing_on_Dynamic_Reconfigurable_Devices.png,cs.AR,0
dataset/train/cs_9308101v1.Dynamic_Backtracking.png,cs.AI,1
dataset/train/cs_9308102v1.A_Market_Oriented_Programming_Environment_and_its_Application_to_Distributed_Multicommodity_Flow_Problems.png,cs.AI,1
dataset/train/cs_9309101v1.An_Empirical_Analysis_of_Search_in_GSAT.png,cs.AI,1
dataset/train/cs_9311101v1.The_Difficulties_of_Learning_Logic_Programs_with_Cut.png,cs.AI,1
dataset/train/cs_9311102v1.Software_Agents__Completing_Patterns_and_Constructing_User_Interfaces.png,cs.AI,1
dataset/test/cs_9312101v1.Decidable_Reasoning_in_Terminological_Knowledge_Representation_Systems.png,cs.AI,0
dataset/test/cs_9401101v1.Teleo_Reactive_Programs_for_Agent_Control.png,cs.AI,0
dataset/test/cs_9402101v1.Learning_the_Past_Tense_of_English_Verbs__The_Symbolic_Pattern_Associator_vs__Connectionist_Models.png,cs.AI,0
dataset/test/cs_9402102v1.Substructure_Discovery_Using_Minimum_Description_Length_and_Background_Knowledge.png,cs.AI,0
dataset/test/cs_9402103v1.Bias_Driven_Revision_of_Logical_Domain_Theories.png,cs.AI,0
dataset/train/cs_0003005v1.Don_t_Trash_your_Intermediate_Results__Cache__em.png,cs.DB,1
dataset/train/cs_0003006v1.Materialized_View_Selection_and_Maintenance_Using_Multi_Query_Optimization.png,cs.DB,1
dataset/train/cs_0007044v2.Managing_Periodically_Updated_Data_in_Relational_Databases__A_Stochastic_Modeling_Approach.png,cs.DB,1
dataset/train/cs_0011024v1.Algorithms_for_Rewriting_Aggregate_Queries_Using_Views.png,cs.DB,1
dataset/train/cs_0011041v1.EquiX___A_Search_and_Query_Language_for_XML.png,cs.DB,1
dataset/test/cs_0103004v1.Rapid_Application_Evolution_and_Integration_Through_Document_Metamorphosis.png,cs.DB,0
dataset/test/cs_0106055v1.A_Seamless_Integration_of_Association_Rule_Mining_with_Database_Systems.png,cs.DB,0
dataset/test/cs_0109084v1.The_Internet_and_Community_Networks__Case_Studies_of_Five_U_S__Cities.png,cs.DB,0
dataset/test/cs_0110020v1.Structuring_Business_Metadata_in_Data_Warehouse_Systems_for_Effective_Business_Support.png,cs.DB,0
dataset/test/cs_0110044v1.EquiX__A_Search_and_Query_Language_for_XML.png,cs.DB,0
dataset/train/0912.2032v1.Institutional_Repository_saber_ula_ve__A_testimonial_perspective.png,cs.DL,1
dataset/train/2504.08619v3.Analyzing_16_193_LLM_Papers_for_Fun_and_Profits.png,cs.DL,1
dataset/train/2504.10552v1.LEMUR_Neural_Network_Dataset__Towards_Seamless_AutoML.png,cs.DL,1
dataset/train/cs_0101027v1.Open_Archives_Initiative_protocol_development_and_implementation_at_arXiv.png,cs.DL,1
dataset/train/cs_0106057v1.Exposing_and_harvesting_metadata_using_the_OAI_metadata_harvesting_protocol__A_tutorial.png,cs.DL,1
dataset/test/cs_0112017v1.Using_Structural_Metadata_to_Localize_Experience_of_Digital_Content.png,cs.DL,0
dataset/test/cs_9812009v1.Vocal_Access_to_a_Newspaper_Archive__Design_Issues_and_Preliminary_Investigation.png,cs.DL,0
dataset/test/cs_9812020v1.The_Computing_Research_Repository__Promoting_the_Rapid_Dissemination_and_Archiving_of_Computer_Science_Research.png,cs.DL,0
dataset/test/cs_9901009v1.Competition_and_cooperation__Libraries_and_publishers_in_the_transition_to_electronic_scholarly_journals.png,cs.DL,0
dataset/test/cs_9902003v1.MyLibrary__A_Model_for_Implementing_a_User_centered__Customizable_Interface_to_a_Library_s_Collection_of_Information_Resources.png,cs.DL,0
dataset/train/0710.4819v1.A_High_Quality_Low_Computational_Cost_Technique_for_Block_Matching_Motion_Estimation.png,cs.MM,1
dataset/train/0710.4821v1.Multimedia_Applications_of_Multiprocessor_Systems_on_Chips.png,cs.MM,1
dataset/train/0710.4823v1.A_Coprocessor_for_Accelerating_Visual_Information_Processing.png,cs.MM,1
dataset/train/0804.0134v1.SecMon__End_to_End_Quality_and_Security_Monitoring_System.png,cs.MM,1
dataset/train/0808.0309v1.A_Reliable_SVD_based_Watermarking_Schem.png,cs.MM,1
dataset/test/0809.5154v1.An_Export_Architecture_for_a_Multimedia_Authoring_Environment.png,cs.MM,0
dataset/test/0810.2063v1.Initial_Offset_Placement_in_p2p_Live_Streaming_Systems.png,cs.MM,0
dataset/test/0811.1959v1.Characterization_and_collection_of_information_from_heterogeneous_multimedia_sources_with_users__parameters_for_decision_support.png,cs.MM,0
dataset/test/0812.2529v1.Kalinahia__Considering_Quality_of_Service_to_Design_and_Execute_Distributed_Multimedia_Applications.png,cs.MM,0
dataset/test/0812.2988v1.The_Korrontea_Data_Modeling.png,cs.MM,0
dataset/train/2412.03843v2.Using_Cooperative_Co_evolutionary_Search_to_Generate_Metamorphic_Test_Cases_for_Autonomous_Driving_Systems.png,cs.NE,1
dataset/train/2504.11419v1.Embodied_World_Models_Emerge_from_Navigational_Task_in_Open_Ended_Environments.png,cs.NE,1
dataset/train/cs_0110021v1.Alife_Model_of_Evolutionary_Emergence_of_Purposeful_Adaptive_Behavior.png,cs.NE,1
dataset/train/cs_0201024v2.Design_of_statistical_quality_control_procedures_using_genetic_algorithms.png,cs.NE,1
dataset/train/cs_0210012v1.Selection_of_future_events_from_a_time_series_in_relation_to_estimations_of_forecasting_uncertainty.png,cs.NE,1
dataset/test/cs_0302002v1.Optimizing_GoTools__Search_Heuristics_using_Genetic_Algorithms.png,cs.NE,0
dataset/test/cs_0306125v1.Predicting_Response_Function_Results_of_Electrical_Mechanical_Systems_Through_Artificial_Neural_Network.png,cs.NE,0
dataset/test/cs_0309038v1.A_novel_evolutionary_formulation_of_the_maximum_independent_set_problem.png,cs.NE,0
dataset/test/cs_0309039v1.Two_novel_evolutionary_formulations_of_the_graph_coloring_problem.png,cs.NE,0
dataset/test/cs_0310009v3.On_Interference_of_Signals_and_Generalization_in_Feedforward_Neural_Networks.png,cs.NE,0
dataset/train/2504.03737v2.PrediHealth__Telemedicine_and_Predictive_Algorithms_for_the_Care_and_Prevention_of_Patients_with_Chronic_Heart_Failure.png,cs.OH,1
dataset/train/cs_0002018v2.Efficient_generation_of_rotating_workforce_schedules.png,cs.OH,1
dataset/train/cs_0003075v1.On_the_theory_of_system_administration.png,cs.OH,1
dataset/train/cs_0007034v1.The_Competitiveness_of_On_Line_vis_a_vis_Conventional_Retailing__A_Preliminary_Study.png,cs.OH,1
dataset/train/cs_0012016v1.A_Virtual_Java_Simulation_Lab_for_Computer_Science_Students.png,cs.OH,1
dataset/test/cs_0110029v3.How_to_Commission__Operate_and_Maintain_a_Large_Future_Accelerator_Complex_from_Far_Remote.png,cs.OH,0
dataset/test/cs_0110066v1.Overview_of_the_Experimental_Physics_and_Industrial_Control_System__EPICS__Channel_Archiver.png,cs.OH,0
dataset/test/cs_0111001v1.Integrating_LabVIEW_into_a_Distributed_Computing_Environment.png,cs.OH,0
dataset/test/cs_0111002v1.L_Fuzzy_Valued_Inclusion_Measure__L_Fuzzy_Similarity_and_L_Fuzzy_Distance.png,cs.OH,0
dataset/test/cs_0111017v1.First_Experiences_Integrating_PC_Distributed_I_O_Into_Argonne_s_ATLAS_Control_System.png,cs.OH,0
dataset/train/cs_9301111v1.Nested_satisfiability.png,cs.CC,1
dataset/train/cs_9301113v1.Textbook_examples_of_recursion.png,cs.CC,1
dataset/train/cs_9808002v1.Downward_Collapse_from_a_Weaker_Hypothesis.png,cs.CC,1
dataset/train/cs_9809001v1.Immunity_and_Simplicity_for_Exact_Counting_and_Other_Counting_Classes.png,cs.CC,1
dataset/train/cs_9809002v1.Tally_NP_Sets_and_Easy_Census_Functions.png,cs.CC,1
dataset/test/cs_9809114v1.The_descriptive_complexity_approach_to_LOGCFL.png,cs.CC,0
dataset/test/cs_9809115v1.A_Generalized_Quantifier_Concept_in_Computational_Complexity_Theory.png,cs.CC,0
dataset/test/cs_9809116v1.The_Complexity_of_Computing_Optimal_Assignments_of_Generalized_Propositional_Formulae.png,cs.CC,0
dataset/test/cs_9809117v2.Hard_instance_generation_for_SAT.png,cs.CC,0
dataset/test/cs_9906017v1.Generalization_of_automatic_sequences_for_numeration_systems_on_a_regular_language.png,cs.CC,0
dataset/train/cs_0001004v1.Multiplicative_Algorithm_for_Orthgonal_Groups_and_Independent_Component_Analysis.png,cs.LG,1
dataset/train/cs_0002006v1.Multiplicative_Nonholonomic_Newton__like_Algorithm.png,cs.LG,1
dataset/train/cs_0009001v3.Complexity_analysis_for_algorithmically_simple_strings.png,cs.LG,1
dataset/train/cs_0009007v1.Robust_Classification_for_Imprecise_Environments.png,cs.LG,1
dataset/train/cs_0011032v1.Top_down_induction_of_clustering_trees.png,cs.LG,1
dataset/test/cs_0011044v1.Scaling_Up_Inductive_Logic_Programming_by_Learning_from_Interpretations.png,cs.LG,0
dataset/test/cs_0103003v1.Learning_Policies_with_External_Memory.png,cs.LG,0
dataset/test/cs_0110036v1.Efficient_algorithms_for_decision_tree_cross_validation.png,cs.LG,0
dataset/test/cs_0211003v1.Evaluation_of_the_Performance_of_the_Markov_Blanket_Bayesian_Classifier_Algorithm.png,cs.LG,0
dataset/test/cs_0211007v1.Approximating_Incomplete_Kernel_Matrices_by_the_em_Algorithm.png,cs.LG,0
dataset/train/1102.2256v1.Noise_based_information_processing__Noise_based_logic_and_computing__what_do_we_have_so_far_.png,cs.ET,1
dataset/train/1106.6062v2.The_Life_and_Death_of_Unwanted_Bits__Towards_Proactive_Waste_Data_Management_in_Digital_Ecosystems.png,cs.ET,1
dataset/train/1107.4171v1.Next_Generation_High_Speed_Computing_Using_Photonic_Based_Technolog.png,cs.ET,1
dataset/train/1107.4417v1.Frequency_Domain_Approach_for_Activity_Classification_using_Accelerometer.png,cs.ET,1
dataset/train/1110.2286v1.Power_aware_physical_model_for_3d_IC_s.png,cs.ET,1
dataset/test/1110.3959v1.Parallel_Algorithms_for_DNA_Probe_Placement_on_Small_Oligonucleotide_Arrays.png,cs.ET,0
dataset/test/1201.1601v1.Temporal_Psychovisual_Modulation__a_new_paradigm_of_information_display.png,cs.ET,0
dataset/test/1201.2043v1.A_New_Full_Adder_Cell_for_Molecular_Electronics.png,cs.ET,0
dataset/test/1202.2075v1.Informed_Source_Separation_using_Iterative_Reconstruction.png,cs.ET,0
dataset/test/1202.5012v3.Asynchronous_Signal_Passing_for_Tile_Self_Assembly__Fuel_Efficient_Computation_and_Efficient_Assembly_of_Shapes.png,cs.ET,0
dataset/train/0706.2748v2.A_Survey_of_Unix_Init_Schemes.png,cs.OS,1
dataset/train/0710.4635v1.OS_Debugging_Method_Using_a_Lightweight_Virtual_Machine_Monitor.png,cs.OS,1
dataset/train/0710.4746v1.RTK_Spec_TRON__A_Simulation_Model_of_an_ITRON_Based_RTOS_Kernel_in_SystemC.png,cs.OS,1
dataset/train/0712.2958v2.Power_Aware_Real_Time_Scheduling_upon_Identical_Multiprocessor_Platforms.png,cs.OS,1
dataset/train/0801.4292v1.Exact_Feasibility_Tests_for_Real_Time_Scheduling_of_Periodic_Tasks_upon_Multiprocessor_Platforms.png,cs.OS,1
dataset/test/0803.4308v2.Discrete_Frequency_Selection_of_Frame_Based_Stochastic_Real_Time_Tasks.png,cs.OS,0
dataset/test/0805.0200v2._m_k__firm_constraints_and_DBP_scheduling__impact_of_the_initial_k_sequence_and_exact_schedulability_test.png,cs.OS,0
dataset/test/0805.3237v1.Integrating_Job_Parallelism_in_Real_Time_Scheduling_Theory.png,cs.OS,0
dataset/test/0806.0132v1.Control_theoretic_dynamic_voltage_scaling_for_embedded_controllers.png,cs.OS,0
dataset/test/0806.1381v1.Feedback_Scheduling__An_Event_Driven_Paradigm.png,cs.OS,0
dataset/train/2504.11457v1.Aligning_Generative_Denoising_with_Discriminative_Objectives_Unleashes_Diffusion_for_Visual_Perception.png,cs.CV,1
dataset/train/cs_0001024v1.A_Parallel_Algorithm_for_Dilated_Contour_Extraction_from_Bilevel_Images.png,cs.CV,1
dataset/train/cs_0003065v1.Image_Compression_with_Iterated_Function_Systems__Finite_Automata_and_Zerotrees__Grand_Unification.png,cs.CV,1
dataset/train/cs_0003079v1.Differential_Invariants_under_Gamma_Correction.png,cs.CV,1
dataset/train/cs_0005001v1.Robustness_of_Regional_Matching_Scheme_over_Global_Matching_Scheme.png,cs.CV,1
dataset/test/cs_0006001v1.Boosting_the_Differences__A_fast_Bayesian_classifier_neural_network.png,cs.CV,0
dataset/test/cs_0006002v1.Distorted_English_Alphabet_Identification___An_application_of_Difference_Boosting_Algorithm.png,cs.CV,0
dataset/test/cs_0006047v1.Geometric_Morphology_of_Granular_Materials.png,cs.CV,0
dataset/test/cs_0208005v1.Probabilistic_Search_for_Object_Segmentation_and_Recognition.png,cs.CV,0
dataset/test/cs_0301001v1.Least_squares_fitting_of_circles_and_lines.png,cs.CV,0
dataset/train/cs_9301101v1.Verifying_the_Unification_Algorithm_in_LCF.png,cs.LO,1
dataset/train/cs_9301102v1.Constructing_Recursion_Operators_in_Intuitionistic_Type_Theory.png,cs.LO,1
dataset/train/cs_9301103v1.Proving_Termination_of_Normalization_Functions_for_Conditional_Expressions.png,cs.LO,1
dataset/train/cs_9301104v1.Natural_Deduction_as_Higher_Order_Resolution.png,cs.LO,1
dataset/train/cs_9301105v1.The_Foundation_of_a_Generic_Theorem_Prover.png,cs.LO,1
dataset/test/cs_9301106v1.Isabelle__The_Next_700_Theorem_Provers.png,cs.LO,0
dataset/test/cs_9301107v1.A_Formulation_of_the_Simple_Theory_of_Types__for_Isabelle_.png,cs.LO,0
dataset/test/cs_9301108v1.A_Higher_Order_Implementation_of_Rewriting.png,cs.LO,0
dataset/test/cs_9301109v1.Logic_Programming__Functional_Programming__and_Inductive_Definitions.png,cs.LO,0
dataset/test/cs_9301110v1.Designing_a_Theorem_Prover.png,cs.LO,0
dataset/train/cs_9809020v1.Linear_Segmentation_and_Segment_Significance.png,cs.CL,1
dataset/train/cs_9809022v1.Modelling_Users__Intentions__and_Structure_in_Spoken_Dialog.png,cs.CL,1
dataset/train/cs_9809024v2.A_Lexicalized_Tree_Adjoining_Grammar_for_English.png,cs.CL,1
dataset/train/cs_9809026v1.Prefix_Probabilities_from_Stochastic_Tree_Adjoining_Grammars.png,cs.CL,1
dataset/train/cs_9809027v1.Conditions_on_Consistency_of_Probabilistic_Tree_Adjoining_Grammars.png,cs.CL,1
dataset/test/cs_9809028v1.Separating_Dependency_from_Constituency_in_a_Tree_Rewriting_System.png,cs.CL,0
dataset/test/cs_9809029v1.Incremental_Parser_Generation_for_Tree_Adjoining_Grammars.png,cs.CL,0
dataset/test/cs_9809050v1.A_Freely_Available_Morphological_Analyzer__Disambiguator_and_Context_Sensitive_Lemmatizer_for_German.png,cs.CL,0
dataset/test/cs_9809106v1.Processing_Unknown_Words_in_HPSG.png,cs.CL,0
dataset/test/cs_9809107v1.Computing_Declarative_Prosodic_Morphology.png,cs.CL,0
dataset/train/cs_0011014v1.Chip_level_CMP_Modeling_and_Smart_Dummy_for_HDP_and_Conformal_CVD_Films.png,cs.CE,1
dataset/train/cs_0102003v1.Fast_Pricing_of_European_Asian_Options_with_Provable_Accuracy__Single_stock_and_Basket_Options.png,cs.CE,1
dataset/train/cs_0104013v1.Shooting_Over_or_Under_the_Mark__Towards_a_Reliable_and_Flexible_Anticipation_in_the_Economy.png,cs.CE,1
dataset/train/cs_0104014v1.Tracing_a_Faint_Fingerprint_of_the_Invisible_Hand_.png,cs.CE,1
dataset/train/cs_0105004v1.Parallel_implementation_of_the_TRANSIMS_micro_simulation.png,cs.CE,1
dataset/test/cs_0110067v1.Analysis_of_Investment_Policy_in_Belarus.png,cs.CE,0
dataset/test/cs_0201026v1.An_Empirical_Model_for_Volatility_of_Returns_and_Option_Pricing.png,cs.CE,0
dataset/test/cs_0203023v1.Agent_trade_servers_in_financial_exchange_systems.png,cs.CE,0
dataset/test/cs_0204051v1.Parrondo_Strategies_for_Artificial_Traders.png,cs.CE,0
